name,status,description,date,time
PBR Executive Search,Hiring,,4/6/2020,5:26pm
PBS,Hiring freeze,,4/1/2020,9:43am
PC Construction Company,Hiring freeze,,4/7/2020,7:23am
PCL Construction,Hiring,"Construction Project in Denver, Colorado; Arvada, Colorado; & Golden, Colorado starting on 3/2020 and running through 3/2023",3/31/2020,3:53pm
PCORI,Hiring,,4/10/2020,1:33pm
PDT Partners,Hiring,+1 report of hiring,3/30/2020,8:26am
peace corps,Hiring,,4/1/2020,9:41am
Peachjar,"Layoffs,Offers rescinded",60% of the company has been laid off.,3/28/2020,10:48pm
Peapod,Hiring,Mobile developers and graphic designers,3/30/2020,3:36pm
Peapod Digital Labs,Hiring,,4/5/2020,1:08am
Pearl Certification,Hiring freeze,,4/15/2020,3:53pm
Pearson,"Hiring freeze,Hiring","Reports of a hiring freeze, potential hiring, and claims of layoffs. See below:",4/8/2020,12:17pm
Pechanga Resort Casino,Layoffs,Majority of property laid off effective April 1,3/30/2020,7:06pm
Peek Travel,Layoffs,"40+ employee layoffs in all departments; remaining employees have reduced hours for the next 3-4 months, hiring freeze for 2020",4/9/2020,3:16pm
Peek.com,"Hiring freeze,Layoffs",I was laid off along with 45 other employees ,4/6/2020,11:46pm
Peel Hunt ,Hiring,,4/5/2020,2:56pm
Peerfit ,Layoffs,Peerfit - did a layoff of 40%. Confirmed with former employee,3/29/2020,12:25pm
Peerspace,Layoffs,Laid off 75% of staff,3/28/2020,7:38am
PeerStreet,Layoffs,,3/30/2020,8:45pm
peerwell.co,Hiring,Eng & Biz functions,3/31/2020,11:06am
Pegasystems ,Hiring,1 report confirming the continuation of hiring by CEO at company meeting. As well as multiple reports of hiring continuing for all roles. Actively recruiting with virtual selection process. Officially confirmed by company.,4/1/2020,3:15pm
PEI,Hiring freeze,,4/1/2020,2:33pm
Pella Corporation ,Hiring freeze,,4/14/2020,6:39am
Peloton,Hiring,,4/1/2020,2:00pm
Peloton ,Hiring,,3/29/2020,1:15pm
Pembrooke and ives,Hiring,,3/31/2020,1:56pm
Penara,Layoffs,"In tech: fired contractors, furloughed some employees and paycut for the rest",4/1/2020,2:11pm
Pendo,Hiring,At least 4 reports of hiring. See details below:,4/1/2020,10:47am
PenFed Credit Union,"Hiring,Hiring freeze",2 reports of a hiring freeze and 1 report of hiring. Additional report of a hiring freeze noting Data Scientist.,4/7/2020,3:08pm
Penguin Random House,Hiring freeze,Temporary hiring freeze. Summer 2020 internship program canceled.,3/31/2020,4:29pm
Penn State University ,Hiring freeze,,3/30/2020,7:53pm
Pennsylvania State Police,Hiring freeze,@Headquarters only,3/31/2020,2:39pm
PennyMac,Hiring,"Loan Officers, Underwriters, Loan specialists, Customer Service agents----- https://www.pennymacusa.com/careers ",4/3/2020,8:25pm
Pensando Systems,Hiring freeze,,3/28/2020,4:25pm
Pensar,Hiring,"Mechanical Engineers, IT, Project Managers",4/1/2020,11:42pm
Penske,Hiring,,3/30/2020,5:19pm
Penumbra,Hiring freeze,Offers rescinded,3/31/2020,5:54pm
People,Hiring,,3/30/2020,1:42pm
People Data Labs,Hiring,,3/31/2020,7:35pm
People.AI,Layoffs,"4/14 People.Ai just laid off 15-20%, spanning on depts but especially hitting sales including several sales management positions",4/16/2020,5:43pm
PeopleFluent,Hiring freeze,,4/8/2020,12:17pm
PeopleReady - Temp Labor,Hiring,,4/3/2020,1:23pm
PeopleScout,Layoffs,300-400 Employees Let go,4/11/2020,9:40am
pEp Security,Hiring freeze,,3/30/2020,6:01am
Pepperjam,Hiring,,4/5/2020,1:04am
PepsiCo,"Hiring,Hiring freeze","We will hire 6,000 new, full-time, full-benefit frontline employees across the U.S. in the coming months. ",4/2/2020,4:38pm
Pepsico eCommerce,"Hiring,Hiring freeze",One report of a hiring freeze across the company (4/9),4/10/2020,3:35pm
Percona,Hiring,Several Positions Opened and in the process of interviewing for.  Hiring active and ongoing.,4/1/2020,6:26am
Perella,Hiring,,3/31/2020,9:30pm
Perfection Solutions Staffing,Hiring,Virtual Customer Service Agents,4/12/2020,6:29pm
Perficient,"Hiring,Offers rescinded",Conducting video interviews for full stack and Sr. SWE ,3/31/2020,11:32am
Perflo,Hiring,Software Engineer (equity only),4/6/2020,6:13am
Perforce,Hiring freeze,Hiring freeze announced by CEO during town hall,3/29/2020,9:33am
PerkinElmer,Hiring freeze,"Waltham, MA office",3/29/2020,12:40pm
Permanent tsb,Hiring freeze,,4/13/2020,12:02pm
Perpetua,Hiring,Engineering roles,4/9/2020,3:56pm
Perry Homes,Hiring,,4/2/2020,12:37pm
pershing,Hiring,,4/10/2020,12:43pm
Personal Capital,Hiring freeze,"Offers being rescinded, being super weird. New roles are frozen.",4/2/2020,12:56pm
Personetics,Hiring freeze,Stopped hiring students,3/30/2020,4:15am
Personio,Hiring,Engineering roles in Germany and Spain. Focus on Product&Engineering + essential business roles ,4/1/2020,6:19am
Perx,Hiring freeze,Hiring freeze announced by CEO during town hall.,3/30/2020,2:16pm
Petasense (India),Hiring,"Senior Fullstack developer (Python, JS)",4/1/2020,1:46pm
Petco,Hiring,,3/28/2020,4:36pm
Petram Data,Hiring freeze,"Hey David, Petram Data is not hiring currently all positions are on hold. The HR got back to me.",3/28/2020,9:48pm
Petrofac,Hiring,,4/1/2020,2:06pm
Petsmart,"Hiring,Hiring freeze",+1 report of a hiring freeze,4/17/2020,6:13pm
Pf Changs,Hiring freeze,,3/31/2020,6:53pm
Pfizer,"Hiring freeze,Hiring",+1 new report of hiring with no note,4/1/2020,12:55pm
PGA Tour,Hiring freeze,Canceled internship program for 2020,3/29/2020,3:58pm
PGW,Hiring,,4/11/2020,10:54pm
Pharmaceutical,Hiring,,4/9/2020,7:47am
Pharmalex,Hiring freeze,,3/30/2020,3:28pm
Pharmerit,Hiring,Reports of hiring and hiring freeze,3/30/2020,5:46pm
Pharos Production Inc.,Hiring,"Java, React. Senior and middle levels.",4/7/2020,2:37am
PheedLoop,Hiring,"Data Science, Enterprise Sales",3/30/2020,7:27pm
Phenom People,Hiring freeze,,4/1/2020,9:23am
Philip Morris International,Hiring freeze,"It's not official, but everything is frozen. Same for the restructuring, which is postponed (200 employees impacted)",4/3/2020,8:38am
Philips,Hiring freeze,Hiring for manufacturing positions. Freeze on everything else,3/28/2020,9:31am
Phillips 66,"Hiring,Hiring freeze",,4/7/2020,12:07pm
Phlyt.io,Hiring,,3/31/2020,2:52pm
PHMG Agency,Layoffs,Laid off entire sales staff via email,4/8/2020,9:57am
Phoenix Staff Inc,Hiring,,4/13/2020,1:54pm
PhonePe,Hiring,,3/30/2020,9:36am
PhotoUp,Hiring freeze,Hiring Remote real estate photo editor while hiring freeze Product staff hiring.,3/28/2020,6:09am
Phylagen,Hiring,,3/31/2020,2:35pm
PI industries,Hiring freeze,,4/1/2020,3:56am
Piano,Hiring,,3/31/2020,1:11pm
PicnicHealth,Hiring,"Hiring all roles (engineering, operations, marketing, etc.)",4/1/2020,2:46pm
Pidilite,Hiring freeze,,3/31/2020,7:41am
Pie Insurance ,Hiring,Currently hiring engineers out of Denver,4/1/2020,4:31pm
Pill Club ,"Hiring freeze,Offers rescinded",,3/28/2020,5:06pm
PillPack by Amazon Pharmacy,Hiring,actively hiring across the organization,4/2/2020,11:54am
Pilot Company/Pilot Flying J,Hiring,,4/7/2020,6:15pm
Pindrop,Hiring freeze,Freeze on full-time hires,3/28/2020,4:06pm
Ping Identity,Hiring freeze,"Hiring for select roles is still happening, check careers page. 2020 internship program suspended.",4/1/2020,2:39pm
PinnacleART,Hiring freeze,,4/17/2020,2:57am
Pinterest,"Hiring,Hiring freeze",Multiple reports of continued hiring and a hiring freeze. Details below:,4/10/2020,3:14pm
Pinwheel,Hiring,Hiring full-stack and backend engineers,3/29/2020,12:47pm
Pipedrive,Hiring freeze,Most of the roles,3/30/2020,7:07am
Pipefy,Hiring freeze,,3/30/2020,8:13am
piper,Hiring,,4/8/2020,10:16am
Pitchbook,"Hiring freeze,Hiring",1 report of hiring,4/11/2020,5:32pm
"Pixability, Inc.",Hiring freeze,,4/14/2020,2:45pm
PKO,Hiring,,4/5/2020,1:27pm
Plaid,"Hiring,Hiring freeze",Confirmed directly with Plaid HR team and VP of Eng directly - they stated org is continuing to hire with no interruptions. Ongoing reports below:,4/17/2020,12:10pm
Planer,Hiring freeze,"Except critical roles, told this by a recruiter",4/8/2020,9:34pm
Planet,Hiring,Openings on our website. 1 report of hiring freeze for Summer 2020 interns,4/2/2020,8:37pm
Planful ,Layoffs,"4 reports: Sales, marketing, presales, software development, customer support",4/5/2020,3:17pm
PlanGrid,Hiring,All hiring continuing. Note: PlanGrid is now a part of Autodesk Construction Solutions. Apply here: https://www.autodesk.com/careers,4/1/2020,7:25pm
Planned Parenthood,"Hiring,Hiring freeze",Planned Parenthood League of Massachusetts is freezing hiring on certain roles like Patient Services Specialist and HCAs. They may not take on new hires until June (4/6).,4/7/2020,7:50pm
Planview,Hiring freeze,Company wide hiring freeze,4/7/2020,1:08pm
Plarium,Hiring,,3/30/2020,11:24am
PlasticHavas,Hiring freeze,,4/4/2020,8:48am
Plastiq,Hiring freeze,,3/30/2020,12:23pm
Platform9,Layoffs,10 employees & dismantled Customer Success,3/30/2020,11:33pm
Platoo,Hiring,,3/31/2020,8:42am
Playstation London Studio,Hiring,https://playstationlondonstudio.com/join-us/,4/16/2020,12:00pm
Playtech,Hiring freeze,,4/3/2020,1:01am
Playtika,Hiring,,3/31/2020,5:10am
Plum (www.Plum.wine),Hiring,focused on accounting hires & appliance dealers,4/16/2020,6:07pm
Plum Fintech ,Hiring,Actively hiring,4/6/2020,11:45am
Plume,Hiring,Actively hiring,4/1/2020,2:27pm
Pluralsight,Hiring freeze,,3/28/2020,1:32pm
Pluto TV,Hiring,,4/10/2020,5:06pm
Plymouth Rock Assurance,Hiring,"Stiil hiring for IT, Product Management, Marketing, Customer Service, Claims",3/31/2020,9:40am
PMI Hudson,Hiring,,4/2/2020,11:24am
PMI worldwide,Hiring,,4/16/2020,1:47pm
PNC Bank,"Hiring freeze,Hiring",One report of a hiring freeze. Additional report of continued hiring.,4/1/2020,6:47pm
PNC Financial Services Group Inc,Hiring,,4/5/2020,3:44pm
Pocket Gems,Hiring,Actively Hiring on all teams,4/1/2020,3:42pm
Podium,Hiring freeze,Sales specific,4/3/2020,5:26pm
Point,Hiring,Only certain roles or teams,4/5/2020,2:47pm
Point B ,Hiring freeze,,3/30/2020,2:58pm
PointClickCare,"Hiring,Hiring freeze",,4/12/2020,6:53pm
Polar Graphics,Hiring freeze,Contractors are laid off,4/3/2020,12:08am
Polaris Inc,"Hiring freeze,Hiring",Reports of a hiring freeze and continued hiring. See below:,4/7/2020,12:07pm
Polarr,Layoffs,"Marketing, QA, Misc.",3/30/2020,5:07pm
Polarsteps,Hiring,"SENIOR: iOS developer, Back end developer, Front end developer : https://polarsteps.recruitee.com/ ",4/2/2020,5:29am
Policy,Hiring,,4/17/2020,2:59pm
Policygenius,Hiring,all teams,4/2/2020,8:49pm
PolicyPal,Hiring,Sales,4/7/2020,10:55pm
Pollfish,Hiring,,3/31/2020,5:07am
PollyEx,Hiring freeze,,3/30/2020,12:58pm
PolyOne,Hiring,,3/30/2020,4:42pm
Polywork ,Hiring,UX/UI Designer ,4/6/2020,2:33pm
Poppin,Layoffs,Multiple claims of layoffs. Details below:,4/2/2020,11:17am
Poppulo,Hiring,,4/1/2020,5:45pm
PopSockets,Layoffs,Company-wide layoffs and furloughs- 3 reports,4/1/2020,12:57pm
Popspots,Hiring,"Data Engineer, Account Manager, Operations Manager",4/7/2020,5:17pm
Poptop,"Hiring,Hiring freeze",1 report of a hiring freeze,4/6/2020,4:12pm
Popular Inc,Hiring,,4/1/2020,12:57pm
Porch.com,Hiring freeze,Major furloughs but no layoffs,3/30/2020,4:42pm
Pornhub,Hiring,"Engineering, Design, Product, Support, and More. Still hiring core corporate roles.",4/1/2020,10:15am
Porsche Consulting,Hiring freeze,All,4/1/2020,11:08am
Port authority ,Hiring,,4/7/2020,10:26am
port of vancouver,Hiring,,4/3/2020,5:29pm
Portchain,Hiring,,3/30/2020,6:38am
PortugueseTutoring.com,Hiring,https://www.portuguesetutoring.com/careers,3/31/2020,11:30am
Poshmark,Hiring freeze,2 reports of a freeze,3/28/2020,6:31pm
Poshtel,Hiring,Actively hiring,3/30/2020,4:02am
Position Placer,Hiring,Actively seeking to fill more than 100 positions.,3/31/2020,11:09am
Postlethwaite & Netterville (P&N),Hiring freeze,Hiring Freeze throughout the entire company due to COVID-19,3/30/2020,11:48am
Postman,Hiring,Actively recruiting and hiring ,3/29/2020,2:04am
Postmates,"Hiring,Hiring freeze",1 report of hiring. 1 report of hiring freeze.,4/2/2020,2:32pm
postmedia,Hiring freeze,Pay cut 30%,4/3/2020,10:39pm
Potbelly Sandwich Shop ,Layoffs,,4/15/2020,7:16pm
Povio Inc.,Hiring freeze,,4/2/2020,6:52pm
power design,Hiring,,4/1/2020,9:05am
Power engineers,Hiring,,4/2/2020,3:24pm
Power Integrations,Hiring,,3/30/2020,1:17pm
powerdms,Hiring freeze,Company wide,4/8/2020,10:08am
PowerReviews,"Layoffs,Hiring",Claims of layoffs and one report of hiring. Details below:,4/8/2020,6:03pm
PowerSchool ,Hiring freeze,Still hiring essential positions,3/30/2020,8:15am
PPC Enterprises,Hiring,Associates ,4/5/2020,10:37am
PPD ,Layoffs,Early Development Services ,4/3/2020,10:29pm
PPG,"Hiring,Hiring freeze","Reports of hiring, a hiring freeze, and claims of layoffs. See below:",4/5/2020,9:50am
PPL,Hiring,,4/13/2020,5:26pm
Prada,"Hiring,Hiring freeze",1 report of hiring and 3 reports of hiring freeze,4/7/2020,12:36pm
Pragiti,Hiring,,4/4/2020,2:31pm
Pratham,Hiring,,4/1/2020,12:25pm
Pratilipi,Hiring,"Full Stack, Backend Engineers",4/4/2020,11:52am
Pratt & Whitney,Hiring freeze,Pratt & Whitney and much of the private military industrial complex is also going through a hiring freeze right now! 1 report of an offer being rescinded too.,3/28/2020,6:47pm
Pratt industries ,Hiring freeze,,4/12/2020,10:06am
Praxair,Hiring freeze,,3/30/2020,6:01pm
Pray.com,Hiring freeze,,4/3/2020,12:19pm
Precision for Value,Hiring,Actively hiring across the country (www.precisionforvalue.com) ,3/31/2020,4:49pm
Preferred Home Healthcare,Hiring,,3/30/2020,2:56pm
Preferred Return,Hiring,Sales & Business Development,4/1/2020,1:21am
Preload,Hiring,,4/3/2020,11:11am
Preply,Hiring,,3/29/2020,4:38am
Press Ganey LLC,Hiring freeze,,3/30/2020,12:30pm
Pressed Juicery,Hiring freeze,,4/8/2020,12:55pm
PreventionGenetics,Hiring freeze, All hiring/recruitment ,4/3/2020,12:30am
Prezi,"Hiring,Hiring freeze",3 reports of hiring freeze,4/3/2020,11:31am
Prezly,Hiring,Fully remote company https://careers.prezly.com/,4/1/2020,5:36pm
price spider,Hiring,,4/1/2020,5:54pm
Priceline.com,Hiring freeze,1 report,3/29/2020,5:19pm
Pride Global,Layoffs,Furloughing employees and salary cuts,4/2/2020,2:15pm
Prime Focus,Layoffs,"30% N. America laid off, big pay cuts.",4/11/2020,12:28am
Prime Therapeutics,Hiring,"Update: Prime is hiring roughly 200 new contact center staff, with start dates as early as May and June. Recruiting will begin soon, specifically in some of the geographic areas economically hit by business closures as states try to prevent the spread of COVID-19.",3/31/2020,2:35am
Princess Cruises,Layoffs,Contractors and temp. employees have been let go,4/5/2020,6:31pm
Printify,Layoffs,Staff layoffs- 3 reports,4/2/2020,2:54am
Printmail Solutions,Hiring,,3/31/2020,12:16pm
Private Equity International,Hiring freeze,All roles,4/17/2020,2:22pm
Privitar,Hiring,,3/29/2020,5:23am
Privy,Hiring freeze,,4/7/2020,1:54pm
ProcDNA,Hiring,,3/30/2020,9:17pm
Process Street,Hiring,,4/14/2020,2:13pm
Procore Technologies,"Hiring freeze,Hiring","A few reports of hiring, hiring freeze and a few conflicting claims of layoffs. Details below: ",4/1/2020,5:49pm
Procter ,Hiring,,4/11/2020,4:56pm
Procter & Gamble,"Hiring,Hiring freeze",1 claim of a hiring freeze,4/2/2020,7:10pm
Procurated,Hiring,Engineer,4/1/2020,11:20am
ProDrivers,Hiring,Actively Hiring in all markets across the US,4/6/2020,7:15pm
Producement,"Hiring,Hiring freeze",Reports of hiring and a hiring freeze. Details below:,4/15/2020,1:27pm
Product Ventures,Hiring,,4/1/2020,6:38pm
productboard,Hiring,Hiring for certain key roles.,4/14/2020,2:04pm
Professional Staffing Solutions,Hiring,We are boutique direct hire staffing company. Always excepting new applicants. You can check out our website at www.professionalstaffingsolutions.com. You’ll find information and all the contacts you need here.   ,4/17/2020,8:36am
ProfitWell,Hiring freeze,,4/9/2020,2:12pm
Progress Software,Hiring,,4/2/2020,9:17am
Progressive Insurance,Hiring,Some teams have a freezes and interview process is all virtual,3/30/2020,9:24am
Progressive Leasing,Hiring freeze,,3/31/2020,5:08pm
Progrexion,Hiring,"Sales, Customer Service, Collections",4/9/2020,10:21pm
Project,Hiring freeze,,3/30/2020,2:32pm
Project Ronin,Hiring,"Engineering, Operations, Product and Design",3/30/2020,8:04pm
Prologis,Hiring,Hiring across US offices and international. 49 open positions across the world.  Interviews being conducted via Zoom.  Apply at https://prologis.wd5.myworkdayjobs.com/PrologisExternalCareers.,4/1/2020,2:17pm
ProLogistix,Hiring,Actively Hiring in all markets across the US,4/6/2020,7:14pm
Promethean,Hiring freeze,,4/2/2020,7:52pm
Promidian ,Hiring freeze,,4/16/2020,2:51pm
Proof,Hiring freeze,All teams,3/30/2020,1:45pm
Proofpoint,"Hiring,Hiring freeze",Candor confirmed with company that it's still hiring (3/31). Further ongoing reports below: ,4/13/2020,1:17pm
ProofreadingServices.com,Hiring,,3/31/2020,11:27am
Propelland,Hiring freeze,,3/31/2020,1:56am
Propeller Aero,Hiring,"Most roles that are live on our website are available for all locations, especially for Denver and Sydney",3/31/2020,11:43am
Proprocure,Hiring freeze,Inside Sales,3/30/2020,3:27pm
propublica,Hiring,made a mistake,4/3/2020,6:39pm
PROS,Hiring freeze,,3/31/2020,9:40pm
ProScribe,Hiring,,3/30/2020,10:49pm
Prosight,Hiring,,4/5/2020,12:02am
Prosper Marketplace Inc,Hiring freeze,Hiring only if its essential,3/30/2020,8:39pm
protective life,Hiring,,4/6/2020,9:38am
Protiviti,Hiring freeze,Recruiter confirmed hiring has been put on hold (as of March 23),3/29/2020,5:18pm
Protocol Labs,Hiring,From website:,3/31/2020,12:11pm
Protofire,Hiring,,4/3/2020,11:08am
proton.ai,Hiring,,3/31/2020,1:24pm
Provar,Hiring,Information ,4/10/2020,11:39pm
Provectus,Layoffs,Administrative and HR,4/1/2020,2:09am
Providence St. Joseph Health,Hiring,Clinical and other essential roles,4/15/2020,12:33am
Provisur ,"Hiring freeze,Hiring",+1 report of a hiring freeze and +1 report of hiring. ,4/15/2020,12:08pm
Proxify,Hiring,100% remote developers. Mainly in eastern europe. Most in ukraine. ,4/1/2020,2:44am
Proxyclick,Hiring,All,4/10/2020,8:42am
ProxyCrawl,Hiring,,3/31/2020,4:32am
Prudential Financial,Hiring,Multiple conflicting reports of hiring and layoffs,3/31/2020,4:28pm
Pruvo,Hiring,Pruvo is currently hiring business development executives in multiple regions.,3/29/2020,4:37am
PSAV,Layoffs,Furloughing employees,3/30/2020,2:56pm
PSB Research,Hiring freeze,,4/11/2020,12:32pm
PSC Bìotech Ltd,Hiring,,3/27/2020,9:44pm
Pseg,Hiring freeze,Data science team hiring freeze,4/2/2020,8:37pm
PSemi,Hiring freeze,,3/28/2020,6:38am
PSI CRO,Hiring freeze,All,3/30/2020,8:54am
Psychiatric Medical Care,Hiring,Program Staff (various locations for current and new programs),4/2/2020,12:13pm
PT. Hacktivate Teknologi Indonesia,Layoffs,Some roles/teams,4/15/2020,8:38am
PTC Inc,"Hiring freeze,Hiring",Reports of a hiring freeze and hiring. See below:,4/10/2020,4:22pm
PUBG,Hiring,,3/28/2020,6:14am
Publicis,"Hiring freeze,Hiring",2 additional reports of hiring.,4/7/2020,11:54am
Publicis Epsilon ,Hiring,"Heard they're still hiring last week, not 100% sure now . Things change quickly. ",3/31/2020,2:01pm
Publicis Groupe,Hiring freeze,IT,4/13/2020,12:51am
Publicis Health Media,Hiring freeze,Report of hiring freeze - Co-op and Internships rescinded offers (4/16).,4/17/2020,12:41pm
Publicis Media Groupe,Hiring freeze,"All roles within the Publicis Media branch of the Publicis Groupe Holding Company including Spark Foundry, Starcom, Leo Burnett, etc.",3/31/2020,11:02am
Publicis Sapient,"Hiring freeze,Hiring",Hiring freeze. Only hiring for roles on billable projects,3/31/2020,4:27pm
Publix,Hiring,"Although hiring for stores, Publix cancelled their internship program",3/28/2020,4:27pm
